D1    dce_setenv          | Debug level is <DEBUG:DEBUG>
D1794 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D1795 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D1796 dce_push_long       | sending <dce_rpccount>=0
D1797 dce_pop_long        | got <dce_rpccount>=80165
D1798 dce_pop_int         | got <dce_svr_pid>=13146
D1799 dce_submit_ext      | data transferred, Socket <968> closed
D1800 dce_pop_long        | got <dce_result>=1
D1801 dce_table_destroy   | about to clear <996d100>
D1802 dce_table_destroy   | current time is <Mon Sep 07 15:29:31 2020>
D1803 dce_findserver      | current time is <Mon Sep 07 15:29:31 2020>
D1804 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D1805 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D1806 dce_submit_ext      | about to submit RPC to <OECbroker:>
D1807 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D1808 dce_push_long       | sending <dce_rpccount>=0
D1809 dce_pop_long        | got <dce_rpccount>=55151600
D1810 dce_pop_int         | got <dce_svr_pid>=25945
D1811 dce_submit_ext      | data transferred, Socket <968> closed
D1812 dce_table_destroy   | about to clear <996d230>
D1813 dce_table_destroy   | current time is <Mon Sep 07 15:29:31 2020>
D1814 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W1816 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D1817 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D1818 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D1819 dce_push_long       | sending <dce_rpccount>=0
D1820 dce_pop_long        | got <dce_rpccount>=80166
D1821 dce_pop_int         | got <dce_svr_pid>=13146
D1822 dce_submit_ext      | data transferred, Socket <968> closed
D1823 dce_pop_long        | got <dce_result>=1
D1824 dce_table_destroy   | about to clear <996dab0>
D1825 dce_table_destroy   | current time is <Mon Sep 07 15:29:31 2020>
D1826 dce_findserver      | current time is <Mon Sep 07 15:29:31 2020>
D1827 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D1828 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D1829 dce_submit_ext      | about to submit RPC to <OECbroker:>
D1830 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D1831 dce_push_long       | sending <dce_rpccount>=0
D1832 dce_pop_long        | got <dce_rpccount>=55151601
D1833 dce_pop_int         | got <dce_svr_pid>=25945
D1834 dce_submit_ext      | data transferred, Socket <968> closed
D1835 dce_table_destroy   | about to clear <996d5f0>
D1836 dce_table_destroy   | current time is <Mon Sep 07 15:29:31 2020>
D1837 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W1839 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D1840 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D1841 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D1842 dce_push_long       | sending <dce_rpccount>=0
D1843 dce_pop_long        | got <dce_rpccount>=80167
D1844 dce_pop_int         | got <dce_svr_pid>=13146
D1845 dce_submit_ext      | data transferred, Socket <968> closed
D1846 dce_pop_long        | got <dce_result>=1
D1847 dce_table_destroy   | about to clear <996ed80>
D1848 dce_table_destroy   | current time is <Mon Sep 07 15:29:32 2020>
D1849 dce_findserver      | current time is <Mon Sep 07 15:29:32 2020>
D1850 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D1851 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D1852 dce_submit_ext      | about to submit RPC to <OECbroker:>
D1853 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D1854 dce_push_long       | sending <dce_rpccount>=0
D1855 dce_pop_long        | got <dce_rpccount>=55151602
D1856 dce_pop_int         | got <dce_svr_pid>=25945
D1857 dce_submit_ext      | data transferred, Socket <968> closed
D1858 dce_table_destroy   | about to clear <996e4d0>
D1859 dce_table_destroy   | current time is <Mon Sep 07 15:29:32 2020>
D1860 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W1862 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D1863 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D1864 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D1865 dce_push_long       | sending <dce_rpccount>=0
D1866 dce_pop_long        | got <dce_rpccount>=80168
D1867 dce_pop_int         | got <dce_svr_pid>=13146
D1868 dce_submit_ext      | data transferred, Socket <968> closed
D1869 dce_pop_long        | got <dce_result>=1
D1870 dce_table_destroy   | about to clear <996e100>
D1871 dce_table_destroy   | current time is <Mon Sep 07 15:29:32 2020>
D1872 dce_findserver      | current time is <Mon Sep 07 15:29:32 2020>
D1873 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D1874 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D1875 dce_submit_ext      | about to submit RPC to <OECbroker:>
D1876 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D1877 dce_push_long       | sending <dce_rpccount>=0
D1878 dce_pop_long        | got <dce_rpccount>=55151603
D1879 dce_pop_int         | got <dce_svr_pid>=25945
D1880 dce_submit_ext      | data transferred, Socket <968> closed
D1881 dce_table_destroy   | about to clear <996ee10>
D1882 dce_table_destroy   | current time is <Mon Sep 07 15:29:32 2020>
D1883 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W1885 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D1886 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D1887 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D1888 dce_push_long       | sending <dce_rpccount>=0
D1889 dce_pop_long        | got <dce_rpccount>=80169
D1890 dce_pop_int         | got <dce_svr_pid>=13146
D1891 dce_submit_ext      | data transferred, Socket <968> closed
D1892 dce_pop_long        | got <dce_result>=1
D1893 dce_table_destroy   | about to clear <996e5f0>
D1894 dce_table_destroy   | current time is <Mon Sep 07 15:29:32 2020>
D1895 dce_findserver      | current time is <Mon Sep 07 15:29:32 2020>
D1896 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D1897 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D1898 dce_submit_ext      | about to submit RPC to <OECbroker:>
D1899 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D1900 dce_push_long       | sending <dce_rpccount>=0
D1901 dce_pop_long        | got <dce_rpccount>=55151604
D1902 dce_pop_int         | got <dce_svr_pid>=25945
D1903 dce_submit_ext      | data transferred, Socket <968> closed
D1904 dce_table_destroy   | about to clear <996ece0>
D1905 dce_table_destroy   | current time is <Mon Sep 07 15:29:32 2020>
D1906 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W1908 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D1909 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D1910 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D1911 dce_push_long       | sending <dce_rpccount>=0
D1912 dce_pop_long        | got <dce_rpccount>=80170
D1913 dce_pop_int         | got <dce_svr_pid>=13146
D1914 dce_submit_ext      | data transferred, Socket <968> closed
D1915 dce_pop_long        | got <dce_result>=1
D1916 dce_table_destroy   | about to clear <996ee10>
D1917 dce_table_destroy   | current time is <Mon Sep 07 15:29:32 2020>
D1918 dce_findserver      | current time is <Mon Sep 07 15:29:32 2020>
D1919 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D1920 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D1921 dce_submit_ext      | about to submit RPC to <OECbroker:>
D1922 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D1923 dce_push_long       | sending <dce_rpccount>=0
D1924 dce_pop_long        | got <dce_rpccount>=55151605
D1925 dce_pop_int         | got <dce_svr_pid>=25945
D1926 dce_submit_ext      | data transferred, Socket <968> closed
D1927 dce_table_destroy   | about to clear <996fb00>
D1928 dce_table_destroy   | current time is <Mon Sep 07 15:29:32 2020>
D1929 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W1931 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D1932 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D1933 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D1934 dce_push_long       | sending <dce_rpccount>=0
D1935 dce_pop_long        | got <dce_rpccount>=80171
D1936 dce_pop_int         | got <dce_svr_pid>=13146
D1937 dce_submit_ext      | data transferred, Socket <968> closed
D1938 dce_pop_long        | got <dce_result>=1
D1939 dce_table_destroy   | about to clear <996f4a0>
D1940 dce_table_destroy   | current time is <Mon Sep 07 15:29:32 2020>
D1941 dce_findserver      | current time is <Mon Sep 07 15:29:32 2020>
D1942 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D1943 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D1944 dce_submit_ext      | about to submit RPC to <OECbroker:>
D1945 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D1946 dce_push_long       | sending <dce_rpccount>=0
D1947 dce_pop_long        | got <dce_rpccount>=55151606
D1948 dce_pop_int         | got <dce_svr_pid>=25945
D1949 dce_submit_ext      | data transferred, Socket <968> closed
D1950 dce_table_destroy   | about to clear <996fde0>
D1951 dce_table_destroy   | current time is <Mon Sep 07 15:29:32 2020>
D1952 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W1954 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D1955 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D1956 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D1957 dce_push_long       | sending <dce_rpccount>=0
D1958 dce_pop_long        | got <dce_rpccount>=80172
D1959 dce_pop_int         | got <dce_svr_pid>=13146
D1960 dce_submit_ext      | data transferred, Socket <968> closed
D1961 dce_pop_long        | got <dce_result>=1
D1962 dce_table_destroy   | about to clear <996f1a0>
D1963 dce_table_destroy   | current time is <Mon Sep 07 15:29:32 2020>
D1964 dce_findserver      | current time is <Mon Sep 07 15:29:32 2020>
D1965 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D1966 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D1967 dce_submit_ext      | about to submit RPC to <OECbroker:>
D1968 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D1969 dce_push_long       | sending <dce_rpccount>=0
D1970 dce_pop_long        | got <dce_rpccount>=55151607
D1971 dce_pop_int         | got <dce_svr_pid>=25945
D1972 dce_submit_ext      | data transferred, Socket <968> closed
D1973 dce_table_destroy   | about to clear <996f1a0>
D1974 dce_table_destroy   | current time is <Mon Sep 07 15:29:32 2020>
D1975 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W1977 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D1978 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D1979 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D1980 dce_push_long       | sending <dce_rpccount>=0
D1981 dce_pop_long        | got <dce_rpccount>=80173
D1982 dce_pop_int         | got <dce_svr_pid>=13146
D1983 dce_submit_ext      | data transferred, Socket <968> closed
D1984 dce_pop_long        | got <dce_result>=1
D1985 dce_table_destroy   | about to clear <996fad0>
D1986 dce_table_destroy   | current time is <Mon Sep 07 15:29:32 2020>
D1987 dce_findserver      | current time is <Mon Sep 07 15:29:32 2020>
D1988 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D1989 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D1990 dce_submit_ext      | about to submit RPC to <OECbroker:>
D1991 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D1992 dce_push_long       | sending <dce_rpccount>=0
D1993 dce_pop_long        | got <dce_rpccount>=55151608
D1994 dce_pop_int         | got <dce_svr_pid>=25945
D1995 dce_submit_ext      | data transferred, Socket <968> closed
D1996 dce_table_destroy   | about to clear <9961800>
D1997 dce_table_destroy   | current time is <Mon Sep 07 15:29:32 2020>
D1998 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W2000 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D2001 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D2002 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D2003 dce_push_long       | sending <dce_rpccount>=0
D2004 dce_pop_long        | got <dce_rpccount>=80174
D2005 dce_pop_int         | got <dce_svr_pid>=13146
D2006 dce_submit_ext      | data transferred, Socket <968> closed
D2007 dce_pop_long        | got <dce_result>=1
D2008 dce_table_destroy   | about to clear <9962890>
D2009 dce_table_destroy   | current time is <Mon Sep 07 15:29:32 2020>
D2010 dce_findserver      | current time is <Mon Sep 07 15:29:32 2020>
D2011 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D2012 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D2013 dce_submit_ext      | about to submit RPC to <OECbroker:>
D2014 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D2015 dce_push_long       | sending <dce_rpccount>=0
D2016 dce_pop_long        | got <dce_rpccount>=55151609
D2017 dce_pop_int         | got <dce_svr_pid>=25945
D2018 dce_submit_ext      | data transferred, Socket <968> closed
D2019 dce_table_destroy   | about to clear <9962100>
D2020 dce_table_destroy   | current time is <Mon Sep 07 15:29:32 2020>
D2021 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W2023 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D2024 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D2025 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D2026 dce_push_long       | sending <dce_rpccount>=0
D2027 dce_pop_long        | got <dce_rpccount>=80175
D2028 dce_pop_int         | got <dce_svr_pid>=13146
D2029 dce_submit_ext      | data transferred, Socket <968> closed
D2030 dce_pop_long        | got <dce_result>=1
D2031 dce_table_destroy   | about to clear <9962100>
D2032 dce_table_destroy   | current time is <Mon Sep 07 15:29:33 2020>
D2033 dce_findserver      | current time is <Mon Sep 07 15:29:33 2020>
D2034 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D2035 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D2036 dce_submit_ext      | about to submit RPC to <OECbroker:>
D2037 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D2038 dce_push_long       | sending <dce_rpccount>=0
D2039 dce_pop_long        | got <dce_rpccount>=55151610
D2040 dce_pop_int         | got <dce_svr_pid>=25945
D2041 dce_submit_ext      | data transferred, Socket <968> closed
D2042 dce_table_destroy   | about to clear <9962b00>
D2043 dce_table_destroy   | current time is <Mon Sep 07 15:29:33 2020>
D2044 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W2046 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D2047 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D2048 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D2049 dce_push_long       | sending <dce_rpccount>=0
D2050 dce_pop_long        | got <dce_rpccount>=80176
D2051 dce_pop_int         | got <dce_svr_pid>=13146
D2052 dce_submit_ext      | data transferred, Socket <968> closed
D2053 dce_pop_long        | got <dce_result>=1
D2054 dce_table_destroy   | about to clear <9962b00>
D2055 dce_table_destroy   | current time is <Mon Sep 07 15:29:33 2020>
D2056 dce_findserver      | current time is <Mon Sep 07 15:29:33 2020>
D2057 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D2058 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D2059 dce_submit_ext      | about to submit RPC to <OECbroker:>
D2060 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D2061 dce_push_long       | sending <dce_rpccount>=0
D2062 dce_pop_long        | got <dce_rpccount>=55151611
D2063 dce_pop_int         | got <dce_svr_pid>=25945
D2064 dce_submit_ext      | data transferred, Socket <968> closed
D2065 dce_table_destroy   | about to clear <99622b0>
D2066 dce_table_destroy   | current time is <Mon Sep 07 15:29:33 2020>
D2067 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W2069 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D2070 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D2071 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D2072 dce_push_long       | sending <dce_rpccount>=0
D2073 dce_pop_long        | got <dce_rpccount>=80177
D2074 dce_pop_int         | got <dce_svr_pid>=13146
D2075 dce_submit_ext      | data transferred, Socket <968> closed
D2076 dce_pop_long        | got <dce_result>=1
D2077 dce_table_destroy   | about to clear <99632b0>
D2078 dce_table_destroy   | current time is <Mon Sep 07 15:29:33 2020>
D2079 dce_findserver      | current time is <Mon Sep 07 15:29:33 2020>
D2080 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D2081 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D2082 dce_submit_ext      | about to submit RPC to <OECbroker:>
D2083 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D2084 dce_push_long       | sending <dce_rpccount>=0
D2085 dce_pop_long        | got <dce_rpccount>=55151612
D2086 dce_pop_int         | got <dce_svr_pid>=25945
D2087 dce_submit_ext      | data transferred, Socket <968> closed
D2088 dce_table_destroy   | about to clear <9963980>
D2089 dce_table_destroy   | current time is <Mon Sep 07 15:29:33 2020>
D2090 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W2092 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D2093 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D2094 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D2095 dce_push_long       | sending <dce_rpccount>=0
D2096 dce_pop_long        | got <dce_rpccount>=80178
D2097 dce_pop_int         | got <dce_svr_pid>=13146
D2098 dce_submit_ext      | data transferred, Socket <968> closed
D2099 dce_pop_long        | got <dce_result>=1
D2100 dce_table_destroy   | about to clear <99634b0>
D2101 dce_table_destroy   | current time is <Mon Sep 07 15:29:33 2020>
D2102 dce_findserver      | current time is <Mon Sep 07 15:29:33 2020>
D2103 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D2104 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D2105 dce_submit_ext      | about to submit RPC to <OECbroker:>
D2106 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D2107 dce_push_long       | sending <dce_rpccount>=0
D2108 dce_pop_long        | got <dce_rpccount>=55151614
D2109 dce_pop_int         | got <dce_svr_pid>=25945
D2110 dce_submit_ext      | data transferred, Socket <968> closed
D2111 dce_table_destroy   | about to clear <99632b0>
D2112 dce_table_destroy   | current time is <Mon Sep 07 15:29:33 2020>
D2113 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W2115 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D2116 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D2117 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D2118 dce_push_long       | sending <dce_rpccount>=0
D2119 dce_pop_long        | got <dce_rpccount>=80179
D2120 dce_pop_int         | got <dce_svr_pid>=13146
D2121 dce_submit_ext      | data transferred, Socket <968> closed
D2122 dce_pop_long        | got <dce_result>=1
D2123 dce_table_destroy   | about to clear <99635f0>
D2124 dce_table_destroy   | current time is <Mon Sep 07 15:29:33 2020>
D2125 dce_findserver      | current time is <Mon Sep 07 15:29:33 2020>
D2126 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D2127 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D2128 dce_submit_ext      | about to submit RPC to <OECbroker:>
D2129 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D2130 dce_push_long       | sending <dce_rpccount>=0
D2131 dce_pop_long        | got <dce_rpccount>=55151615
D2132 dce_pop_int         | got <dce_svr_pid>=25945
D2133 dce_submit_ext      | data transferred, Socket <968> closed
D2134 dce_table_destroy   | about to clear <9963c10>
D2135 dce_table_destroy   | current time is <Mon Sep 07 15:29:33 2020>
D2136 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W2138 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D2139 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D2140 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D2141 dce_push_long       | sending <dce_rpccount>=0
D2142 dce_pop_long        | got <dce_rpccount>=80180
D2143 dce_pop_int         | got <dce_svr_pid>=13146
D2144 dce_submit_ext      | data transferred, Socket <968> closed
D2145 dce_pop_long        | got <dce_result>=1
D2146 dce_table_destroy   | about to clear <9964d50>
D2147 dce_table_destroy   | current time is <Mon Sep 07 15:29:33 2020>
D2148 dce_findserver      | current time is <Mon Sep 07 15:29:33 2020>
D2149 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D2150 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D2151 dce_submit_ext      | about to submit RPC to <OECbroker:>
D2152 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D2153 dce_push_long       | sending <dce_rpccount>=0
D2154 dce_pop_long        | got <dce_rpccount>=55151616
D2155 dce_pop_int         | got <dce_svr_pid>=25945
D2156 dce_submit_ext      | data transferred, Socket <968> closed
D2157 dce_table_destroy   | about to clear <9964480>
D2158 dce_table_destroy   | current time is <Mon Sep 07 15:29:33 2020>
D2159 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W2161 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D2162 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D2163 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D2164 dce_push_long       | sending <dce_rpccount>=0
D2165 dce_pop_long        | got <dce_rpccount>=80181
D2166 dce_pop_int         | got <dce_svr_pid>=13146
D2167 dce_submit_ext      | data transferred, Socket <968> closed
D2168 dce_pop_long        | got <dce_result>=1
D2169 dce_table_destroy   | about to clear <9964ef0>
D2170 dce_table_destroy   | current time is <Mon Sep 07 15:29:33 2020>
D2171 dce_findserver      | current time is <Mon Sep 07 15:29:33 2020>
D2172 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D2173 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D2174 dce_submit_ext      | about to submit RPC to <OECbroker:>
D2175 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D2176 dce_push_long       | sending <dce_rpccount>=0
D2177 dce_pop_long        | got <dce_rpccount>=55151617
D2178 dce_pop_int         | got <dce_svr_pid>=25945
D2179 dce_submit_ext      | data transferred, Socket <968> closed
D2180 dce_table_destroy   | about to clear <9964a60>
D2181 dce_table_destroy   | current time is <Mon Sep 07 15:29:33 2020>
D2182 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W2184 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D2185 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D2186 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D2187 dce_push_long       | sending <dce_rpccount>=0
D2188 dce_pop_long        | got <dce_rpccount>=80182
D2189 dce_pop_int         | got <dce_svr_pid>=13146
D2190 dce_submit_ext      | data transferred, Socket <968> closed
D2191 dce_pop_long        | got <dce_result>=1
D2192 dce_table_destroy   | about to clear <9964d50>
D2193 dce_table_destroy   | current time is <Mon Sep 07 15:29:33 2020>
D2194 dce_findserver      | current time is <Mon Sep 07 15:29:33 2020>
D2195 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D2196 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D2197 dce_submit_ext      | about to submit RPC to <OECbroker:>
D2198 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D2199 dce_push_long       | sending <dce_rpccount>=0
D2200 dce_pop_long        | got <dce_rpccount>=55151619
D2201 dce_pop_int         | got <dce_svr_pid>=25945
D2202 dce_submit_ext      | data transferred, Socket <968> closed
D2203 dce_table_destroy   | about to clear <9964150>
D2204 dce_table_destroy   | current time is <Mon Sep 07 15:29:33 2020>
D2205 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W2207 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D2208 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D2209 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D2210 dce_push_long       | sending <dce_rpccount>=0
D2211 dce_pop_long        | got <dce_rpccount>=80183
D2212 dce_pop_int         | got <dce_svr_pid>=13146
D2213 dce_submit_ext      | data transferred, Socket <968> closed
D2214 dce_pop_long        | got <dce_result>=1
D2215 dce_table_destroy   | about to clear <99644a0>
D2216 dce_table_destroy   | current time is <Mon Sep 07 15:29:34 2020>
D2217 dce_findserver      | current time is <Mon Sep 07 15:29:34 2020>
D2218 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D2219 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D2220 dce_submit_ext      | about to submit RPC to <OECbroker:>
D2221 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D2222 dce_push_long       | sending <dce_rpccount>=0
D2223 dce_pop_long        | got <dce_rpccount>=55151620
D2224 dce_pop_int         | got <dce_svr_pid>=25945
D2225 dce_submit_ext      | data transferred, Socket <968> closed
D2226 dce_table_destroy   | about to clear <99654b0>
D2227 dce_table_destroy   | current time is <Mon Sep 07 15:29:34 2020>
D2228 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W2230 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D2231 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D2232 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D2233 dce_push_long       | sending <dce_rpccount>=0
D2234 dce_pop_long        | got <dce_rpccount>=80184
D2235 dce_pop_int         | got <dce_svr_pid>=13146
D2236 dce_submit_ext      | data transferred, Socket <968> closed
D2237 dce_pop_long        | got <dce_result>=1
D2238 dce_table_destroy   | about to clear <9965df0>
D2239 dce_table_destroy   | current time is <Mon Sep 07 15:29:34 2020>
D2240 dce_findserver      | current time is <Mon Sep 07 15:29:34 2020>
D2241 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D2242 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D2243 dce_submit_ext      | about to submit RPC to <OECbroker:>
D2244 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D2245 dce_push_long       | sending <dce_rpccount>=0
D2246 dce_pop_long        | got <dce_rpccount>=55151621
D2247 dce_pop_int         | got <dce_svr_pid>=25945
D2248 dce_submit_ext      | data transferred, Socket <968> closed
D2249 dce_table_destroy   | about to clear <9965a00>
D2250 dce_table_destroy   | current time is <Mon Sep 07 15:29:34 2020>
D2251 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

